WELFARECODE,MEDICINENAME,件数
2149040F2090,◇ｶﾝﾃﾞｻﾙﾀﾝ錠4mg,1
2190016D1028,◇ｱｰｶﾞﾒｲﾄ89.29%顆粒5.6g,1
2649734S1074,ボルタレンテープ15mg(7枚/袋)（院外専用）,12
2649734S2070,◇ﾎﾞﾙﾀﾚﾝﾃｰﾌﾟ30mg,4
2149049F1027,◇ﾐﾈﾌﾞﾛ錠1.25mg,21
1169700S5020,ニュープロパッチ１８ｍｇ（院外専用）,285
2144002F2381,◇ｴﾅﾗﾌﾟﾘﾙﾏﾚｲﾝ酸塩錠5mg,10
2149040F4190,◇ｶﾝﾃﾞｻﾙﾀﾝ錠12mg,1
2590011F3055,◇ｿﾘﾌｪﾅｼﾝｺﾊｸ酸塩OD錠2.5mg,1
3943001F1551,◇ｱﾛﾌﾟﾘﾉｰﾙ錠100mg,15
2149040F4254,◇ｶﾝﾃﾞｻﾙﾀﾝ錠12mg,4
2171014G3111,◇ﾆﾌｪｼﾞﾋﾟﾝCR錠10mg,1
2189016F2059,◇ﾋﾟﾀﾊﾞｽﾀﾁﾝCa錠2mg,5
2590011F4051,◇ｿﾘﾌｪﾅｼﾝｺﾊｸ酸塩OD錠5mg,1
2649735S3160,◇ﾛｷｿﾌﾟﾛﾌｪﾝNaﾃｰﾌﾟ100mg,4
3949003F2127,◇ﾌｪﾌﾞｷｿｽﾀｯﾄ錠20mg,9
2123016F1131,◇ﾋﾞｿﾌﾟﾛﾛｰﾙﾌﾏﾙ酸塩錠2.5mg,47
2190005F1225,セロクラール錠１０ｍｇ,16
1319760Q2025,◇ﾚﾊﾞﾐﾋﾟﾄﾞ懸濁性点眼液2%,16
3222013F1165,◇ｸｴﾝ酸第一鉄ﾅﾄﾘｳﾑ錠50mg,8
2149046F3077,◇ｲﾙﾍﾞｻﾙﾀﾝ錠200mg,6
4490022F2077,◇ﾍﾞﾎﾟﾀｽﾁﾝﾍﾞｼﾙ酸塩錠10mg,2
2119002G1035,◇ﾌﾟﾛﾀﾉｰﾙS錠15mg,2
1179045F5029,☆エビリファイＯＤ錠6mg(院外専用),43
1179045F5029,エビリファイＯＤ錠6mg(院外専用),105
2473001F1028,ジュリナ錠０．５ｍｇ（院外専用）,630
4490002M1315,◇ﾘｻﾞﾍﾞﾝｶﾌﾟｾﾙ100mg,8
2612701Q3512,ポビドンヨード外用液１０％･250mL｢VTRS｣,17
3999018F2028,◇ﾌｫｻﾏｯｸ錠35mg,7
2190023F1037,ミグシス錠５ｍｇ（院外専用）,198
3969006F2034,☆ファスティック錠９０ｍｇ（院外専用）,57
3969006F2034,ファスティック錠９０ｍｇ（院外専用）,54
3969006F2034,◇ﾌｧｽﾃｨｯｸ錠90,14
2171016F1082,ニトロール錠５ｍｇ（院外専用）,7
4291035F1023,☆ラパリムス錠１ｍｇ,306
2612701Q3474,ポビドンヨード消毒液１０％｢ｹﾝｴｰ｣(消毒液),2
2612701Q3474,ポビドンヨード消毒液１０％･250mL｢ｹﾝｴ-｣,3
1319738Q2020,トルソプト点眼液１％・５ｍｌ（院外専用）,154
2649732S6026,ヤクバンテープ６０mg(７枚/袋)(院外専用),40
4490026F2040,キプレス錠１０ｍｇ(院外専用),83
4490026F2083,◇ﾓﾝﾃﾙｶｽﾄ錠10mg,11
2646730M1075,◇ﾍﾞﾀﾒﾀｿﾞﾝ酪酸ｴｽﾃﾙﾌﾟﾛﾋﾟｵﾝ酸ｴｽﾃﾙ軟膏0.05%,2
2499403A2068,ｵｸﾄﾚｵﾁﾄﾞ酢酸塩皮下注(100μg/1mL)｢ｻﾝﾄﾞ｣,1
3259533G1029,エルネオパＮＦ１号輸液1000mL(院外/退院),43
1179042F1038,◇ｸｴﾁｱﾋﾟﾝ錠25mg,10
1339005F1423,◇ﾍﾞﾀﾋｽﾁﾝﾒｼﾙ酸塩錠6mg,5
2149032F4063,◇ｶﾙﾍﾞｼﾞﾛｰﾙ錠2.5mg,9
3969008F4028,◇ｸﾞﾙﾌｧｽﾄOD錠10mg,14
2699712Q2028,ベピオローション２．５％・１５ｇ,50
3399004M1026,エパデールカプセル３００ｍｇ（院外専用）,56
2189016F2113,◇ﾋﾟﾀﾊﾞｽﾀﾁﾝCa錠2mg,13
2329029M2082,◇ｴｿﾒﾌﾟﾗｿﾞｰﾙｶﾌﾟｾﾙ20mg,5
3399004M3118,◇ｲｺｻﾍﾟﾝﾄ酸ｴﾁﾙ粒状ｶﾌﾟｾﾙ600mg,2
5200048C1032,◇ｺﾀﾛｰ五苓散料ｴｷｽ細粒,5
2329027D1028,◇ﾌﾟﾛﾏｯｸ顆粒15%,32
5200048F1063,◇ｸﾗｼｴ五苓散料ｴｷｽ錠,16
5200129C1062,◇ｸﾗｼｴ防已黄耆湯ｴｷｽ細粒,3
,【CAMBRIA-1】ｱﾅｽﾄﾛｿﾞｰﾙ錠1mg(192錠/本)(乳外･230036),4
2359005F1226,◇ﾋﾟｺｽﾙﾌｧｰﾄﾅﾄﾘｳﾑ錠2.5mg,6
3140001X1101,◇ｱｽｺﾙﾋﾞﾝ酸,3
5200131C1078,◇ｸﾗｼｴ補中益気湯ｴｷｽ細粒,17
6139100R1036,ｸﾗﾊﾞﾓｯｸｽ配合DS(AMPC300mg/0.505g/包),63
2149046F1104,◇ｲﾙﾍﾞｻﾙﾀﾝ錠50mg,5
3399001F1406,◇ﾁｸﾛﾋﾟｼﾞﾝ塩酸塩錠100mg,11
3999040F1026,◇ﾎﾞﾝﾋﾞﾊﾞ錠100mg,10
2649729S4030,◇ﾓｰﾗｽﾊﾟｯﾌﾟ60mg,10
2149044F2039,◇ｵﾙﾒｻﾙﾀﾝ錠20mg,12
3949002F2220,◇ﾍﾞﾝｽﾞﾌﾞﾛﾏﾛﾝ錠50mg,4
2149037F2080,◇ｼﾙﾆｼﾞﾋﾟﾝ錠10mg,5
2149039F1163,◇ﾛｻﾙﾀﾝｶﾘｳﾑ錠25mg,2
2590010F3107,◇ｼﾛﾄﾞｼﾝOD錠2mg,1
1319739Q1215,◇ﾗﾀﾉﾌﾟﾛｽﾄ点眼液0.005%,9
3999005F1040,◇ｱｻﾞﾆﾝ錠50mg,12
2329029M2104,◇ｴｿﾒﾌﾟﾗｿﾞｰﾙｶﾌﾟｾﾙ20mg,13
2149114F2028,エックスフォージ配合ＯＤ錠（院外専用）(V80/AM5),174
1129008F2035,☆セディール錠１０ｍｇ,170
2190021F1437,◇ﾆｾﾙｺﾞﾘﾝ錠5mg,1
5200130C1065,ｸﾗｼｴ防風通聖散料(3.75g/包)KB-62(院外),107
1179017F1048,◇炭酸ﾘﾁｳﾑ錠100,3
1179038F1031,◇ﾘｽﾍﾟﾘﾄﾞﾝ錠1mg,2
1124020F2056,◇ﾌﾞﾛﾏｾﾞﾊﾟﾑ錠2mg,20
1179043F1032,◇ﾙｰﾗﾝ錠4mg,8
5200130C1065,◇ｸﾗｼｴ防風通聖散料ｴｷｽ細粒,17
1129010F1109,◇ｴｽｿﾞﾋﾟｸﾛﾝ錠1mg,2
1179017F1072,◇炭酸ﾘﾁｳﾑ錠100mg,7
1124020F2030,(向)レキソタン錠２ｍｇ,609
3399101F1021,コンプラビン配合錠（院外専用）,34
1179043F1032,ルーラン錠４ｍｇ（院外専用）,54
1179038F1147,◇ﾘｽﾍﾟﾘﾄﾞﾝ錠1mg,10
2171700S1168,◇硝酸ｲｿｿﾙﾋﾞﾄﾞﾃｰﾌﾟ40mg,5
3969018F2029,◇ｽｰｸﾞﾗ錠50mg,46
1179038F1163,◇ﾘｽﾍﾟﾘﾄﾞﾝ錠1mg,1
1129009F1050,◇ｿﾞﾙﾋﾟﾃﾞﾑ酒石酸塩錠5mg,5
3399004M4130,◇ｲｺｻﾍﾟﾝﾄ酸ｴﾁﾙ粒状ｶﾌﾟｾﾙ900mg,8
1249009F1406,エペリゾン塩酸塩錠５０ｍｇ「日医工」,194
2149042F1076,◇ﾃﾙﾐｻﾙﾀﾝ錠20mg,7
2171022F2335,◇ｱﾑﾛｼﾞﾋﾟﾝ錠5mg,13
2233002F1298,◇ｶﾙﾎﾞｼｽﾃｲﾝ錠250mg,8
6149002F1177,◇ﾛｷｼｽﾛﾏｲｼﾝ錠150mg,1
4490023F1121,◇ﾌｪｷｿﾌｪﾅｼﾞﾝ塩酸塩錠60mg,7
2329021F1170,◇ﾚﾊﾞﾐﾋﾟﾄﾞ錠100mg,3
2329021F2036,◇ﾚﾊﾞﾐﾋﾟﾄﾞOD錠100mg,2
2149041F3066,◇ﾊﾞﾙｻﾙﾀﾝ錠80mg,83
2139009F2022,ルプラック錠８ｍｇ（院外専用）【AD】,45
1179008F2029,☆ルジオミール錠２５ｍｇ（院外専用）,29
1179008F2029,ルジオミール錠２５ｍｇ（院外専用）,39
1179008F2029,◇ﾙｼﾞｵﾐｰﾙ錠25mg,2
3179109M1066,◇ﾀﾞｲﾒｼﾞﾝｽﾘｰﾋﾞｰ配合ｶﾌﾟｾﾙ25,11
3969009F3026,セイブル錠７５ｍｇ（院外専用）,34
2189017F1200,◇ﾛｽﾊﾞｽﾀﾁﾝ錠2.5mg,16
4490026F4043,◇ﾓﾝﾃﾙｶｽﾄOD錠10mg,25
6141002F2078,◇ｴﾘｽﾛﾏｲｼﾝ錠200mg,2
2189015F2178,◇ｱﾄﾙﾊﾞｽﾀﾁﾝ錠10mg,3
2646703Q1029,◇ﾘﾝﾃﾞﾛﾝ-DPｿﾞﾙ,2
1124017F4049,◇5mgｾﾙｼﾝ錠,6
2171022F2050,◇ｱﾑﾛｼﾞﾋﾟﾝ錠5mg,9
1249010F1026,テルネリン錠１ｍｇ（院外専用）,45
3999019F3037,◇ﾍﾞﾈｯﾄ錠75mg,1
2691702Q1020,オキサロールﾛｰｼｮﾝ(25μg/g)10g(院外専用),44
2646708N1246,トプシムクリーム0.05％・10ｇ(院外専用),41
2646708N1246,◇ﾄﾌﾟｼﾑｸﾘｰﾑ0.05%,11
2699709M1028,◇ﾌﾟﾛﾄﾋﾟｯｸ軟膏0.1%,10
2189017F4072,◇ﾛｽﾊﾞｽﾀﾁﾝOD錠5mg,6
2149039F1090,◇ﾛｻﾙﾀﾝK錠25mg,7
4490022F4029,◇ﾀﾘｵﾝOD錠10mg,33
2325003F4201,◇ﾌｧﾓﾁｼﾞﾝOD錠20mg,29
2149039F2070,◇ﾛｻﾙﾀﾝK錠50mg,20
2160006F2022,マクサルトＲＰＤ錠１０ｍｇ（院外専用）,42
1190018F4022,◇ﾒﾏﾘｰOD錠5mg,5
2189015F1201,◇ｱﾄﾙﾊﾞｽﾀﾁﾝ錠5mg,8
6132016F2089,◇ｾﾌｶﾍﾟﾝﾋﾟﾎﾞｷｼﾙ塩酸塩錠100mg,2
6132016F2070,◇ｾﾌｶﾍﾟﾝﾋﾟﾎﾞｷｼﾙ塩酸塩錠100mg,2
2149012F2020,◇ﾅﾄﾘｯｸｽ錠2,19
3253003Q1029,リーバクト配合経口ゼリー(20g/個)（院外）,105
3253003Q1029,◇ﾘｰﾊﾞｸﾄ配合経口ｾﾞﾘｰ,24
2642702N1029,◇ﾚｽﾀﾐﾝｺｰﾜｸﾘｰﾑ1%,24
2649731Q1065,◇ﾅﾊﾟｹﾞﾙﾝﾛｰｼｮﾝ3%,3
2649731S1178,◇ﾌｪﾙﾋﾞﾅｸﾃｰﾌﾟ70mg,4
1249009F1422,◇ｴﾍﾟﾘｿﾞﾝ塩酸塩錠50mg,9
2259006F1080,◇ｽﾋﾟﾛﾍﾟﾝﾄ錠10μg,23
5200111C1089,◇ｸﾗｼｴ当帰芍薬散料ｴｷｽ細粒,11
2478003F1031,◇ﾃﾞｭﾌｧｽﾄﾝ錠5mg,16
2189014D2024,◇ｺﾚﾊﾞｲﾝﾐﾆ83%,6
2319100F1064,◇ﾌｪﾛﾍﾞﾘﾝ配合錠,8
1249006F1054,◇ﾘｵﾚｻｰﾙ錠5mg,17
1174002F2025,☆アナフラニール錠２５ｍｇ（院外専用）,19
1174002F2025,アナフラニール錠２５ｍｇ（院外専用）,6
6241010F2027,オゼックス錠１５０ｍｇ（院外専用）,73
2144005F3020,【限】インヒベース錠１ｍｇ,6
3943001F2248,◇ｱﾛﾌﾟﾘﾉｰﾙ錠50mg,1
3943001F2264,◇ｱﾛﾌﾟﾘﾉｰﾙ錠50mg,1
3399005F1226,◇ﾍﾞﾗﾌﾟﾛｽﾄNa錠20μg,10
2531002F1249,ﾒﾁﾙｴﾙｺﾞﾒﾄﾘﾝ錠0.125mg｢あすか｣（院外専用）,46
1179045F6025,☆エビリファイＯＤ錠12mg(院外専用),2
1179045F7021,☆エビリファイＯＤ錠24mg(院外専用),14
2646723N1151,ダイアコートクリーム0.05％･10g(院外専用),10
2646723N1151,◇ﾀﾞｲｱｺｰﾄｸﾘｰﾑ0.05%,1
2699713Q1026,ロゼックスゲル０．７５％・５０ｇ,216
3339950R1177,◇ﾋﾙﾄﾞｲﾄﾞﾌｫｰﾑ0.3%,43
1179053G1023,☆インヴェガ錠３ｍｇ,34
1179045F6025,エビリファイＯＤ錠12mg(院外専用),24
2149121F2060,◇ｼﾞﾙﾑﾛ配合錠HD,4
2590010F4065,◇ｼﾛﾄﾞｼﾝOD錠4mg,13
2499012F2029,サムスカＯＤ錠３０ｍｇ(院外専用)【AD】,136
2499012F2029,サムスカＯＤ錠３０ｍｇ【AD】,46
1190030F1024,レイボー錠５０ｍｇ,23
3969007F2020,◇ｱｸﾄｽ錠30,12
3969004F1020,◇ﾍﾞｲｽﾝ錠0.2,2
6152005M2074,◇ﾐﾉﾏｲｼﾝｶﾌﾟｾﾙ100mg,3
1190025F1023,セリンクロ錠１０ｍｇ（院外専用）,3
3949002F2203,ベンズブロマロン錠５０ｍｇ「トーワ」,48
2144002F2373,◇ｴﾅﾗﾌﾟﾘﾙﾏﾚｲﾝ酸塩錠5mg,8
6250703G1022,イナビル吸入粉末剤２０ｍｇ(2吸入/1容器),12
2590010F4103,◇ｼﾛﾄﾞｼﾝOD錠4mg,10
3969022F2025,カナグルＯＤ錠１００ｍｇ,83
1169018F1020,【限】エクフィナ錠５０ｍｇ,11
2399014F1026,イリボー錠２．５μｇ（院外専用）,200
2649734Q1085,◇ｼﾞｸﾛﾌｪﾅｸNaｹﾞﾙ1%,5
2399014F1026,◇ｲﾘﾎﾞｰ錠2.5μg,18
2399006F1ZZZ,【般】トリメブチンマレイン酸塩錠100mg,32
2189017F1243,◇ﾛｽﾊﾞｽﾀﾁﾝ錠2.5mg,20
1179004F2039,◇ﾉﾘﾄﾚﾝ錠25mg,14
3134003F3143,◇ﾋﾟﾘﾄﾞｷｻｰﾙ錠30mg,9
3999006F2033,◇ﾊｲﾁｵｰﾙ錠80,38
5200130C1049,◇三和防風通聖散料ｴｷｽ細粒,6
5200101D1030,◇ﾂﾑﾗ釣藤散ｴｷｽ顆粒ｲ),18
2646713M1233,◇ｸﾛﾍﾞﾀｿﾞｰﾙﾌﾟﾛﾋﾟｵﾝ酸ｴｽﾃﾙ軟膏0.05%,5
3339950Q1112,◇ﾍﾊﾟﾘﾝ類似物質ﾛｰｼｮﾝ0.3%,10
2655709Q1084,◇ｹﾄｺﾅｿﾞｰﾙﾛｰｼｮﾝ2%,2
3943001F1586,◇ｱﾛﾌﾟﾘﾉｰﾙ錠100mg,20
2189017F5028,◇ﾛｽﾊﾞｽﾀﾁﾝ錠10mg,6
2189017F6024,◇ﾛｽﾊﾞｽﾀﾁﾝOD錠10mg,2
3399008F2200,◇ｸﾛﾋﾟﾄﾞｸﾞﾚﾙ錠75mg,8
2492421G1029,◇ｲﾝｽﾘﾝｸﾞﾗﾙｷﾞﾝBS注ｷｯﾄ,2
2499410G1021,◇ﾋﾞｸﾄｰｻﾞ皮下注18mg,5
2492415G1031,◇ﾉﾎﾞﾗﾋﾟｯﾄﾞ注ﾌﾚｯｸｽﾍﾟﾝ,3
1124023F1037,☆ソラナックス錠０．４ｍｇ（院外専用）,234
5200046D1039,ﾂﾑﾗ呉茱萸湯(2.5g/包)TJ-31(院外専用),30
1124023F1037,(向)ソラナックス錠０．４ｍｇ（院外専用）,353
2189009R1032,◇ｸｴｽﾄﾗﾝ粉末44.4%,1
3190001R1031,◇ﾋﾞｵﾁﾝ･ﾄﾞﾗｲｼﾛｯﾌﾟ0.1%,2
5200023D1020,◇ﾂﾑﾗきゅう帰膠艾湯ｴｷｽ顆粒ｲ),1
2149040F1131,◇ｶﾝﾃﾞｻﾙﾀﾝ錠2mg,3
2646724M1045,◇ﾎﾞｱﾗ軟膏0.12%,11
2473001F1028,◇ｼﾞｭﾘﾅ錠0.5mg,14
2477001M1026,◇ｴﾌﾒﾉｶﾌﾟｾﾙ100mg,4
2149042F1149,◇ﾃﾙﾐｻﾙﾀﾝ錠20mg,1
3339950N1060,◇ﾍﾊﾟﾘﾝ類似物質ｸﾘｰﾑ0.3%,19
2259714G2024,◇ｴﾝｸﾗｯｾ62.5μgｴﾘﾌﾟﾀ30吸入用,8
2290705G1029,◇ｱﾆｭｲﾃｨ100μgｴﾘﾌﾟﾀ30吸入用,11
1319756Q1030,◇ﾀﾌﾙﾌﾟﾛｽﾄ点眼液0.0015%,4
3969105F1023,☆イニシンク配合錠(AL25/M500),154
2149116F1047,◇ｶﾑｼｱ配合錠LD,7
2189015F1139,◇ｱﾄﾙﾊﾞｽﾀﾁﾝ錠5mg,5
2655710Q1036,アスタット外用液１％・１０ｍｌ(院外専用),8
2290701G2035,ﾊﾟﾙﾐｺｰﾄ200μgﾀｰﾋﾞｭﾍｲﾗｰ56吸入(院外),18
5200032D1045,ﾂﾑﾗ桂枝加芍薬湯(2.5g/包)TJ-60(院外),46
1124020F2030,◇ﾚｷｿﾀﾝ錠2,10
1139004D1052,◇ｾﾚﾆｶR顆粒40%,6
4490026F2040,◇ｷﾌﾟﾚｽ錠10mg,23
4490025F2208,◇ｵﾛﾊﾟﾀｼﾞﾝ塩酸塩錠5mg,1
2290701G3031,◇ﾊﾟﾙﾐｺｰﾄ200μgﾀｰﾋﾞｭﾍｲﾗｰ,6
1179051F1037,レメロン錠１５ｍｇ（院外専用）,58
5200001D1066,ﾂﾑﾗ安中散(2.5g/包)TJ-5(院外専用),24
2290701G1039,◇ﾊﾟﾙﾐｺｰﾄ100μgﾀｰﾋﾞｭﾍｲﾗｰ,2
2649729S6024,◇ﾓｰﾗｽﾊﾟｯﾌﾟXR240mg,10
1249006F1020,◇ｷﾞｬﾊﾞﾛﾝ錠5mg,5
1139004F2173,◇ﾃﾞﾊﾟｹﾝ錠200mg,5
1179042G1025,◇ﾋﾞﾌﾟﾚｯｿ徐放錠50mg,2
1149038G5025,◇ﾂｰﾄﾗﾑ錠25mg,2
1124030F2025,◇ﾄﾞﾗｰﾙ錠20,17
1139004F1096,◇ﾃﾞﾊﾟｹﾝ錠100mg,3
1169101F1162,◇ﾚﾌﾟﾘﾝﾄﾝ配合錠L100,15
2189016F5058,◇ﾋﾟﾀﾊﾞｽﾀﾁﾝCa･OD錠2mg,14
2590016F2086,◇ﾀﾀﾞﾗﾌｨﾙ錠5mgZA,2
6250002F1025,ゾビラックス錠２００ｍｇ（院外専用）,187
4291038M2022,☆（毒）ポマリストカプセル２ｍｇ,14
4291038M3029,☆（毒）ポマリストカプセル３ｍｇ,17
4291038M4025,☆（毒）ポマリストカプセル４ｍｇ,35
4291038M4025,◇ﾎﾟﾏﾘｽﾄｶﾌﾟｾﾙ4mg,1
2259807G2022,◇ｽﾋﾟｵﾙﾄﾚｽﾋﾟﾏｯﾄ60吸入,34
4219002F1034,（毒）アルケラン錠２ｍｇ,5
6241013F2020,◇ｸﾗﾋﾞｯﾄ錠250mg,6
2590007F1021,◇ﾊﾞｯﾌﾟﾌｫｰ錠10,4
2362001F1100,◇ｳﾙｿﾃﾞｵｷｼｺｰﾙ酸錠50mg,10
5200001M1023,◇ｺﾀﾛｰ安中散ｴｷｽｶﾌﾟｾﾙ,1
2649731S1143,◇ｾﾙﾀｯﾁﾊﾟｯﾌﾟ70,3
2189016F2288,◇ﾋﾟﾀﾊﾞｽﾀﾁﾝCa錠2mg,1
1319701Q1021,◇ﾐｹﾗﾝ点眼液1%,1
2655712Q1027,◇ﾙﾘｺﾝ液1%,15
2149044F6107,◇ｵﾙﾒｻﾙﾀﾝOD錠20mg,6
2123016F2227,◇ﾋﾞｿﾌﾟﾛﾛｰﾙﾌﾏﾙ酸塩錠5mg,22
3399004M4050,◇ｲｺｻﾍﾟﾝﾄ酸ｴﾁﾙ粒状ｶﾌﾟｾﾙ900mg,8
3969006F2034,☆ファスティック錠９０ｍｇ,27
2239001F1661,◇ﾑｺｻｰﾙ錠15mg,10
3399009F3022,◇ｴﾌｨｴﾝﾄ錠2.5mg,8
2149040F2235,◇ｶﾝﾃﾞｻﾙﾀﾝ錠4mg,4
2590008F1123,◇ﾀﾑｽﾛｼﾝ塩酸塩OD錠0.1mg,1
2318001F1233,◇ｼﾞﾒﾁｺﾝ錠40mg,5
3999016F1049,◇ﾒﾄﾄﾚｷｻｰﾄ錠2mg,8
3961008F4038,◇ｸﾞﾘﾒﾋﾟﾘﾄﾞOD錠1mg,4
1169015F3029,トレリーフＯＤ錠５０ｍｇ（院外専用）,68
1169015F3029,◇ﾄﾚﾘｰﾌOD錠50mg,22
2590012M2028,◇ﾃﾞﾄﾙｼﾄｰﾙｶﾌﾟｾﾙ4mg,1
1169006F2023,ドプスＯＤ錠200mg(院外専用),75
1169014F1021,コムタン錠１００ｍｇ,228
3999042F2021,◇ｵﾃｽﾞﾗ錠20mg,1
2699802R1021,◇ﾄﾞﾎﾞﾍﾞｯﾄﾌｫｰﾑ,5
2149116F1055,◇ｶﾑｼｱ配合錠LD,2
3999001Q2090,◇ﾗｸﾂﾛｰｽｼﾛｯﾌﾟ65%,3
2344009C1039,◇酸化ﾏｸﾞﾈｼｳﾑ細粒83%｢ｹﾝｴｰ｣(0.33g/0.4g/包),15
2183006F4020,◇ﾘﾋﾟﾃﾞｨﾙ錠80mg,9
2649729S3165,◇ｹﾄﾌﾟﾛﾌｪﾝﾃｰﾌﾟ40mg,3
3399008F2137,◇ｸﾛﾋﾟﾄﾞｸﾞﾚﾙ錠75mg,2
2649729S3157,◇ｹﾄﾌﾟﾛﾌｪﾝﾃｰﾌﾟ40mg,3
3969004F4020,◇ﾍﾞｲｽﾝOD錠0.3,13
3969004F4020,ベイスンＯＤ錠０．３ｍｇ（院外専用）,95
1169101F1154,◇ｶﾙｺｰﾊﾟ配合錠L100,17
1179052M1049,◇ﾃﾞｭﾛｷｾﾁﾝｶﾌﾟｾﾙ20mg,1
1190012F4050,◇ﾄﾞﾈﾍﾟｼﾞﾙ塩酸塩OD錠5mg,2
1179052M1073,◇ﾃﾞｭﾛｷｾﾁﾝｶﾌﾟｾﾙ20mg,5
1179052M1065,◇ﾃﾞｭﾛｷｾﾁﾝｶﾌﾟｾﾙ20mg,9
1190012F4149,◇ﾄﾞﾈﾍﾟｼﾞﾙ塩酸塩OD錠5mg,2
2189016F4043,◇ﾋﾟﾀﾊﾞｽﾀﾁﾝCa･OD錠1mg,25
2189016F4108,◇ﾋﾟﾀﾊﾞｽﾀﾁﾝｶﾙｼｳﾑOD錠1mg,2
3999426G4023,ヒュミラ皮下注シリンジ(80mg/0.8mL)(院外),104
2649720N2024,ハイデルマートクリーム２％・１０ｇ,7
3399005F1277,◇ﾍﾞﾗﾌﾟﾛｽﾄﾅﾄﾘｳﾑ錠20μg,1
2149122F1026,ミカトリオ配合錠（院外専用）【AD】(T80/AM5/H12.5),42
3969007F2020,☆アクトス錠３０ｍｇ（糖尿病用薬)(院外）,21
2149122F1026,◇ﾐｶﾄﾘｵ配合錠,6
3969007F2110,◇ﾋﾟｵｸﾞﾘﾀｿﾞﾝ錠30mg,11
1132002F2041,◇ｱﾚﾋﾞｱﾁﾝ錠100mg,11
2149039F1147,◇ﾛｻﾙﾀﾝｶﾘｳﾑ錠25mg,8
2149041F3244,◇ﾊﾞﾙｻﾙﾀﾝ錠80mg,4
2171022F2327,◇ｱﾑﾛｼﾞﾋﾟﾝ錠5mg,17
2149029F1020,◇ｾﾚｸﾄｰﾙ錠100mg,9
2149022F1028,ニバジール錠２ｍｇ(院外専用),19
2149022F1028,◇ﾆﾊﾞｼﾞｰﾙ錠2mg,6
3122002F2028,◇ﾉｲﾋﾞﾀ錠｢25｣,1
2144002F2314,◇ｴﾅﾗﾌﾟﾘﾙﾏﾚｲﾝ酸塩錠5mg,15
3949003F5037,◇ﾌｪﾌﾞｷｿｽﾀｯﾄOD錠20mg,4
3949003F5045,◇ﾌｪﾌﾞｷｿｽﾀｯﾄOD錠20mg,1
2612701Q2109,イソジンゲル１０％・９０ｇ（院外専用）,4
2171006F1224,ヘルベッサー錠３０ｍｇ（院外専用）,40
5200106F1041,ｸﾗｼｴ桃核承気湯ｴｷｽ錠EKT-61(院外専用),4
3399006F2162,◇ｻﾙﾎﾟｸﾞﾚﾗｰﾄ塩酸塩錠100mg,26
5200106D1059,ﾂﾑﾗ桃核承気湯(2.5g/包)TJ-61(院外専用),82
3999010F1025,ダイドロネル錠２００㎎（院外専用）,8
3999010F1025,◇ﾀﾞｲﾄﾞﾛﾈﾙ錠200,3
2190031F1023,ヴォリブリス錠２．５ｍｇ,140
2190034F2023,アデムパス錠1.0mg,25
2190034F1027,アデムパス錠0.5mg,34
2149117F2056,◇ﾃﾗﾑﾛ配合錠BP,5
2190035F1021,☆オプスミット錠１０ｍｇ,1060
3999014F4049,☆【科限】ﾀｸﾛﾘﾑｽ錠3mg｢あゆみ｣(院外),20
3999014F4049,◇ﾀｸﾛﾘﾑｽ錠3mg,3
3999014F4049,【科限】ﾀｸﾛﾘﾑｽ錠3mg｢あゆみ｣(院外),13
2477700H1020,ウトロゲスタン腟用ｶﾌﾟｾﾙ200mg（院外専用）,122
3150002F1280,◇ﾄｺﾌｪﾛｰﾙ酢酸ｴｽﾃﾙ錠50mg,17
2149114F2036,◇ｱﾑﾊﾞﾛ配合OD錠,4
1139010R1110,◇ﾚﾍﾞﾁﾗｾﾀﾑﾄﾞﾗｲｼﾛｯﾌﾟ50%,1
1139010R1098,◇ﾚﾍﾞﾁﾗｾﾀﾑﾄﾞﾗｲｼﾛｯﾌﾟ50%,1
3943001F1667,アロプリノール錠100mg｢タナベ｣(院外専用),10
2149041F2051,◇ﾊﾞﾙｻﾙﾀﾝ錠40mg,1
333900XF3025,◇ﾘｸｼｱﾅ錠60mg,15
2171022F1290,◇ｱﾑﾛｼﾞﾋﾟﾝ錠2.5mg,12
2149041F2027,◇ﾃﾞｨｵﾊﾞﾝ錠40mg,38
5200090F1022,◇ｵｰｽｷﾞ大黄甘草湯ｴｷｽT錠,12
2646720M1071,◇ｽﾋﾟﾗｿﾞﾝ軟膏0.3%,11
3949004F2024,◇ｳﾘｱﾃﾞｯｸ錠40mg,12
4291051M1021,☆イブランスカプセル２５ｍｇ(院外専用),58
4211002F1044,☆エンドキサン錠５０ｍｇ（院外専用）,86
8219701S3028,フェントステープ４ｍｇ【ＡＤ】,125
4291054F1026,☆ベージニオ錠５０ｍｇ（院外専用）,170
1169014F1021,◇ｺﾑﾀﾝ錠100mg,42
1169700S4024,◇ﾆｭｰﾌﾟﾛﾊﾟｯﾁ13.5mg,11
2149019F2170,ペルジピン錠２０ｍｇ（院外専用）,1
1124026F1324,◇ﾄﾌｨｿﾊﾟﾑ錠50mg,12
1124026F1022,グランダキシン錠５０ｍｇ（院外専用）,50
4490026F3020,キプレス錠５ｍｇ（院外専用）,21
5200141C1063,ｸﾗｼｴ六君子湯(3g/包)KB-43(院外専用),88
2123016F3053,◇ﾋﾞｿﾌﾟﾛﾛｰﾙﾌﾏﾙ酸塩錠0.625mg,13
